studentno,413-GE-KG,420-GE-KG,420-SE-KG,420-SN-KG,435-GE-KG,456-GE-KG,456-SB-KG,618-SN-KG,618-SE-KG,449-FB-KG,449-GE-KG,625-GE-KG,603-SB-KG,603-GE-KG,872-CB-KG,872-GE-KG,509-CE-KG,509-CN-KG,478-GE-KG,478-JE-KG,478-JN-KG,481-SB-KG,481-GE-KG,525-GE-KG,507-GE-KG,521-GE-KG,539-GE-KG,680-SN-KG,680-GE-KG,680-SE-KG,562-CN-KG,562-CE-KG,562-GE-KG,575-SB-KG,575-GE-KG,589-GE-KG,593-SB-KG,593-GE-KG,453-GE-KG,453-SE-KG,453-SN-KG,614-SB-KG,614-CB-KG,614-GE-KG,537-SE-KG,537-SN-KG,644-GE-KG,544-GE-KG,838-GE-KG,838-ME-KG,838-MN-KG,664-GE-KG,670-GE-KG,490-CB-KG,490-GE-KG,676-GE-KG,476-NC-KG,479-GE-KG,479-KE-KG,479-KN-KG,691-FB-KG,691-SB-KG,691-GE-KG,830-GE-KG,714-SE-KG,714-SN-KG,549-GE-KG,718-GE-KG,505-GE-KG,722-GE-KG,724-NS-KG,729-CB-KG,729-GE-KG,729-SE-KG,729-SN-KG,723-CB-KG,723-GE-KG,723-SB-KG,650-SB-KG,650-GE-KG,735-GE-KG,746-GE-KG,746-ME-KG,746-MN-KG,638-CB-KG,638-GE-KG,786-JE-KG,786-GE-KG,786-JN-KG,569-GE-KG,790-GE-KG,760-SN-KG,760-GE-KG,760-SE-KG,796-GE-KG,816-SB-KG,816-GE-KG,656-SB-KG,656-GE-KG,493-GE-KG,814-GE-KG,820-GE-KG,823-GE-KG,488-GE-KG,834-CB-KG,834-GE-KG,834-SB-KG,782-GE-KG,842-GE-KG,750-GE-KG,848-CB-KG,848-GE-KG,513-CB-KG,513-SB-KG,513-GE-KG,859-GE-KG,862-CB-KG,862-GE-KG,867-CB-KG,867-GE-KG,497-SN-KG,497-GE-KG,497-SE-KG,876-CE-KG,876-CN-KG,876-GE-KG,801-GE-KG,485-CE-KG,485-CT-KG
2324-1001714,-3.272754,-0.333118,-1.049342,-inf,-2.479751,-3.332294,-inf,-inf,-2.474063,-inf,-3.852564,-5.348894,-inf,-2.61233,-inf,-4.604217,-2.803709,-inf,-0.363967,-1.392868,-inf,-inf,-3.676519,-4.469675,-4.617538,-4.470958,-2.672173,-inf,-2.580334,-3.296558,-inf,-7.383241,-5.911783,-inf,-1.557992,-1.059133,-inf,-4.414033,-5.821311,-6.537535,-inf,-inf,-inf,-3.310285,-0.529094,-inf,-2.060004,-3.168793,-3.888047,-4.279398,-inf,-3.584493,-3.677314,-inf,-4.606118,-2.008974,-inf,-2.205298,-4.058744,-inf,-inf,-inf,-4.164241,-5.495837,-3.870918,-inf,-3.357574,-1.589235,-2.070266,-0.514507,-inf,-inf,-2.782015,-3.498239,-inf,-inf,-3.037464,-inf,-inf,-3.933647,-2.261206,-3.477992,-3.869343,-inf,-inf,-5.693139,-5.430379,-4.401477,-inf,-1.975315,-5.074649,-inf,-3.796185,-4.512409,-0.500548,-inf,-3.056796,-inf,-2.528251,-2.721567,-3.809158,-4.334194,-3.761398,-1.872804,-inf,-5.71154,-inf,-2.897038,-1.056471,-1.869871,-inf,-4.558238,-inf,-inf,-3.938227,-4.695408,-inf,-2.498812,-inf,-4.973468,-inf,-3.573151,-4.289375,12.05934,-inf,13.530799,-4.581583,-3.14226,-inf
2324-1001715,-2.425238,-1.82864,-2.544864,-inf,-2.08116,-3.431101,-inf,-inf,-3.371654,-inf,-0.018845,-5.638066,-inf,-2.980558,-inf,-0.725913,-2.491584,-inf,-1.665655,-2.694557,-inf,-inf,-5.921886,-2.403688,-5.322679,-5.988215,-4.099695,-inf,-3.474772,-4.190996,-inf,-3.506468,-2.035009,-inf,-4.168942,-1.503713,-inf,-6.533505,-6.602839,-7.319063,-inf,-inf,-inf,-5.33764,-3.962095,-inf,-2.435008,-3.492169,-3.534041,-3.925392,-inf,-3.065376,-5.286185,-inf,-0.87992,-2.524658,-inf,-0.767262,-2.620707,-inf,-inf,-inf,-6.338416,-5.483021,-2.974399,-inf,-2.818733,-1.391708,-2.869013,-2.85832,-inf,-inf,-5.159646,-5.87587,-inf,-inf,-3.013701,-inf,-inf,-2.617314,-1.702069,-5.518995,-5.910346,-inf,-inf,-1.969998,-3.234949,-2.206047,-inf,-0.903323,-1.863084,-inf,-5.386432,-6.102656,-1.842118,-inf,-3.088976,-inf,-4.666002,-5.139678,-1.172206,-6.474913,-0.570569,-3.779651,-inf,-2.330279,-inf,-3.752251,-3.503565,-2.531244,-inf,-3.589137,-inf,-inf,-5.393348,-2.00562,-inf,-3.567593,-inf,-6.57613,-inf,-2.393226,-3.10945,-4.20908,-inf,-2.737621,-0.942497,-3.875679,-inf
2324-1001716,-2.88323,-2.405262,-3.121486,-inf,-2.297993,-5.611839,-inf,-inf,-4.969023,-inf,-5.821505,-6.807024,-inf,-5.035112,-4.405924,-6.056498,-4.203203,-1.91726,-1.096095,-2.124997,-inf,-inf,-4.147957,-5.656914,-6.151402,-5.299424,-0.894436,-inf,-4.961754,-5.677978,-6.447439,-8.733382,-7.261923,-inf,-2.910125,-2.261132,-inf,-3.795911,-6.669985,-7.386209,-inf,-inf,-3.09601,-4.746584,-4.049506,-inf,-1.66085,-1.395555,-6.076798,-6.468149,-inf,-2.518388,-0.957677,-4.485878,-6.136452,-0.799589,-7.501891,-2.791018,-4.644463,-inf,-inf,-inf,-2.7707,-6.983609,-6.041003,-inf,-3.746775,-3.376962,-4.082496,-1.175226,-inf,-1.990539,-3.641113,-4.357337,-inf,-3.757502,-5.408076,-inf,-inf,-5.749427,-3.332767,0.388318,-0.003033,-inf,-5.471824,-7.122398,-6.965643,-5.936741,-inf,-2.31416,-6.622151,-inf,-5.846361,-6.562585,-2.174962,-inf,-5.136074,-inf,-4.640838,-3.548222,-5.031351,-2.171957,-5.003674,-0.028506,-5.501566,-7.15214,-inf,-1.115126,-1.144851,0.108886,-2.977164,-4.627738,-3.696739,-inf,-5.347313,-6.435551,1.817934,0.167359,-3.721804,-5.372378,-inf,-5.704004,-6.420228,-2.061285,0.224658,-0.589826,-5.853943,-3.054745,1.098069
2324-1001717,-4.464981,-1.52801,-2.244234,0.030031,-3.72975,-2.001909,-0.070912,-0.133005,-2.40727,-inf,-3.260831,-3.941928,-0.167118,-2.098115,-inf,-4.129255,-3.652939,-inf,-1.842503,-2.871405,-inf,-2.256066,-4.187063,-4.903259,-3.340644,-3.995046,-4.279015,1.122021,-0.43602,-1.152244,-inf,-6.999595,-5.528136,-0.797584,-2.72858,-2.211212,-3.066214,-4.99721,-4.824084,-5.540307,-3.266043,-1.375773,-inf,-3.306769,-2.268485,0.005779,-3.491698,-4.71555,-2.473395,-2.864746,-inf,-4.945076,-5.242099,-inf,-4.232176,-3.537583,-inf,-3.03209,-4.885535,-inf,-inf,-3.154312,-5.085309,-4.002426,-3.717732,-1.443467,-4.462656,-2.256127,-2.976473,-2.093916,-2.535544,-inf,-3.457408,-4.173632,-1.899368,-inf,-2.398163,-0.467166,-2.254433,-4.18543,-3.168772,-4.828853,-5.220203,-inf,-inf,-5.383497,-5.638284,-4.609382,-inf,-2.962402,-4.951746,-1.576443,-3.134484,-3.850708,-1.797347,-1.614911,-3.545907,-0.792136,-2.723133,-3.489472,-4.052223,-5.553547,-3.80222,-3.42361,-inf,-5.579444,-3.648448,-4.487802,-2.446388,-3.455517,-inf,-5.632572,-inf,-1.308782,-3.239779,-4.591504,-inf,-4.104651,-inf,-4.692992,-0.76207,-2.32011,-3.036334,-4.060979,-inf,-2.589521,-4.405959,-4.602947,-inf
2324-1001718,-2.312321,-1.530222,-2.246446,-inf,-1.828879,-3.99831,-inf,-inf,-3.439999,-inf,-2.025704,-6.786265,-inf,-3.179539,-inf,-1.996168,-1.795853,-inf,-1.347989,-2.376891,-inf,-inf,-6.483186,-1.965589,-6.299811,-6.882121,-4.200833,-inf,-3.858397,-4.574621,-inf,-4.675772,-3.204314,-inf,-4.395269,-0.962268,-inf,-7.251989,-7.812374,-8.528598,-inf,-inf,-inf,-5.880355,-4.174931,-inf,-2.204941,-3.632397,-4.275892,-4.667243,-inf,-3.119163,-5.580032,-inf,-1.955597,-2.492209,-inf,-0.413586,-2.267031,-inf,-inf,-inf,-6.974868,-6.713088,-2.855716,-inf,-2.396933,-0.725817,-2.440654,-2.868006,-inf,-inf,-5.601917,-6.318141,-inf,-inf,-3.271792,-inf,-inf,-0.669558,-1.060281,-5.974669,-6.36602,-inf,-inf,-2.962283,-1.528018,-0.499116,-inf,-0.56861,-2.281212,-inf,-5.886899,-6.603123,-1.476127,-inf,-2.612469,-inf,-5.009789,-5.554261,-1.063754,-6.986728,-0.923694,-3.972373,-inf,-2.899792,-inf,-3.847235,-3.705552,-2.6916,-inf,-3.335747,-inf,-inf,-6.15933,-0.885511,-inf,-3.877116,-inf,-7.519361,-inf,-3.282211,-3.998435,-4.143781,-inf,-2.672323,-1.763943,-3.594792,-inf
2324-1001719,1.889671,-2.930739,-3.646963,-inf,0.574838,-6.726785,-inf,-inf,-5.778169,-inf,-5.174104,-9.417002,-inf,-5.750921,-inf,-4.450407,-2.817544,-inf,-1.441735,-2.470636,-inf,-inf,-7.873707,-3.070299,-8.787788,-8.865637,-3.244186,-inf,-6.31308,-7.029304,-inf,-6.894491,-5.423033,-inf,-5.653251,-1.439063,-inf,-8.375548,-10.153206,-10.86943,-inf,-inf,-inf,-7.703481,-6.000131,-inf,-0.553735,-1.349001,-7.137462,-7.528813,-inf,-0.17601,-4.78302,-inf,-4.496937,-0.562345,-inf,0.69976,-1.153686,-inf,-inf,-inf,-7.691726,-9.446693,-5.720545,-inf,-0.914996,-2.537256,-4.061011,-3.482442,-inf,-inf,-6.990297,-7.706521,-inf,-inf,-5.976509,-inf,-inf,-4.556504,-1.329259,-5.95961,-6.350961,-inf,-inf,-5.27669,-5.059829,-4.030928,-inf,15.874504,-4.796172,-inf,-8.05531,-8.771534,-2.485536,-inf,-4.79123,-inf,-6.89921,-6.886446,-2.483311,-7.265257,-2.579982,-3.659999,-inf,-5.151357,-inf,-2.167286,-4.395628,-0.747995,-inf,0.506796,-inf,-inf,-8.296945,-4.994777,-inf,-2.353617,-inf,-9.34713,-inf,-6.318837,-7.035061,-3.923688,-inf,-2.45223,-3.669979,-2.590153,-inf
2324-1001720,-2.695837,-2.613892,-2.960782,-inf,-2.463487,-4.248532,-inf,-inf,-3.849652,-inf,-1.950254,-6.378752,-inf,-3.828853,-inf,1.233511,-1.517623,-inf,-2.358618,-3.592347,-inf,-inf,-6.770463,-2.635922,-6.105012,-6.817035,-4.773986,-inf,-4.316721,-4.663611,-inf,0.016753,-0.089882,-inf,-5.006129,-2.148215,-inf,-7.381386,-7.378899,-7.725789,-inf,-inf,-inf,-6.184672,-4.439904,-inf,-2.953623,-3.979462,-4.315924,-4.958703,-inf,-3.387596,-5.999467,-inf,0.73443,-3.049144,-inf,-0.993631,-3.11387,-inf,-inf,-inf,-7.176044,-6.191677,-3.440481,-inf,-3.222153,-2.094688,-3.636917,-3.649604,-inf,-inf,-6.006777,-6.353667,-inf,-inf,-3.859766,-inf,-inf,-3.302098,-2.207149,-6.311435,-6.954214,-inf,-inf,-0.218755,-3.864413,-2.630684,-inf,-1.183552,-2.004691,-inf,-6.228407,-6.575297,-2.591314,-inf,-3.867398,-inf,-5.514888,-5.985466,-1.226157,-7.288445,-0.344974,-4.527347,-inf,-2.158901,-inf,-4.334106,-4.317754,-3.080764,-inf,-3.86419,-inf,-inf,-6.221587,-2.607723,-inf,-4.195907,-inf,-7.410208,-inf,-3.126094,-3.472984,-3.351753,-inf,-3.458388,-0.360304,-2.886268,-inf
2324-1001721,-5.936701,-3.002535,-2.519793,-inf,-5.132397,-4.240076,-inf,-inf,-3.206215,-inf,-5.52763,-4.042368,-inf,-4.275258,-inf,-6.393846,-5.430158,-inf,-2.942379,-3.69754,-inf,-inf,-3.146956,-6.9597,-3.393358,-0.81861,-4.583866,-inf,-3.718892,-3.236149,-inf,-9.260026,-7.795376,-inf,-2.891241,-3.74346,-inf,-3.46852,-3.518139,-3.035397,-inf,-inf,-inf,-2.946162,-2.100896,-inf,-4.60806,-5.459827,-4.592178,-5.163572,-inf,-6.155832,-5.151691,-inf,-6.498989,-4.382559,-inf,-4.859452,-7.492666,-inf,-inf,-inf,-3.861556,-4.323493,-4.705322,-inf,-6.041468,-4.135832,-4.675327,-2.54442,-inf,-inf,-2.906516,-2.423774,-inf,-inf,-4.630583,-inf,-inf,-6.280102,-4.920105,-4.191735,-4.763129,-inf,-inf,-7.64845,-7.502201,-6.747041,-inf,-4.65697,-7.188695,-inf,-4.115877,-3.633135,-3.184365,-inf,-5.488459,-inf,-3.469655,-3.00431,-6.194243,-4.717814,-6.012411,-3.394708,-inf,-7.822306,-inf,-5.038398,-2.378528,-4.016637,-inf,-7.24217,-inf,-inf,-2.640899,-6.81387,-inf,-4.274884,-inf,-1.324078,-inf,-4.456429,-3.973687,-4.590039,-inf,-3.12539,-6.660429,-5.675984,-inf
2324-1001722,-0.300932,-4.313841,-5.030065,-2.755801,-0.573346,-8.402794,-6.471797,-5.088409,-7.362673,-inf,-7.221465,-10.910895,-5.485065,-7.416062,-inf,-6.642752,-4.608096,-inf,-2.430628,-3.45953,-inf,-6.779991,-8.710988,-5.244008,-10.211231,-9.963473,-3.013344,-6.306057,-7.864098,-8.580322,-inf,-9.087795,-7.616336,-4.661411,-6.592408,-2.925458,-7.037816,-8.968812,-11.420715,-12.136939,-9.862674,-6.888264,-inf,-8.819261,-7.261033,-4.986768,-1.016897,-0.126433,-8.874539,-9.26589,-inf,15.341283,-4.400695,-inf,-6.682095,-0.110382,-inf,-1.488221,-3.341666,-inf,-inf,-6.126645,-8.057642,-11.006422,-7.589195,-5.314931,-2.687337,-4.310955,-5.614133,-4.244059,-6.712283,-inf,-7.884269,-8.600493,-6.326228,-inf,-7.700466,-5.769469,-4.598142,-6.529138,-3.193577,-5.955986,-6.347336,-inf,-inf,-7.469616,-7.182922,-6.15402,-inf,-0.779308,-6.96804,-7.841004,-9.399045,-10.115269,-3.806291,-4.593056,-6.524053,-6.206139,-8.137136,-7.760635,-4.675504,-7.41626,-4.772856,-3.70383,-inf,-7.340658,-5.409661,-1.489818,-5.02805,0.255195,-inf,-2.719123,-inf,-7.605086,-9.536083,-7.102253,-inf,-1.435301,-inf,-10.324763,-6.621092,-8.179133,-8.895357,-4.360804,-inf,-2.889346,-5.860297,-3.266995,-inf
2324-1001723,-1.702018,-0.924096,-1.270986,-inf,-1.114317,-4.150219,-inf,-inf,-2.935513,-inf,-2.769902,-6.90057,-inf,-3.200144,-inf,-2.841349,0.189109,-inf,-0.512241,-1.267402,-inf,-inf,-6.048581,-2.099371,-6.326787,-6.676999,-3.345714,-inf,-3.824366,-4.171256,-inf,-5.48197,-4.01732,-inf,-3.878569,-0.101468,-inf,-6.760381,-7.778327,-8.125217,-inf,-inf,-inf,-5.582922,-3.463935,-inf,-1.369666,-2.802207,-4.536169,-5.107564,-inf,-2.417881,-4.744056,-inf,-2.800033,-1.648231,-inf,-0.049783,-2.682997,-inf,-inf,-inf,-6.380243,-6.893434,-2.744839,-inf,-1.70672,1.050378,-1.850604,-2.170287,-inf,-inf,-5.152551,-5.499441,-inf,-inf,-3.391106,-inf,-inf,-2.056276,-0.318704,-5.234071,-5.805466,-inf,-inf,-3.774692,-2.949482,-2.194322,-inf,14.465766,-3.08388,-inf,-5.722304,-6.069194,-0.749759,-inf,-2.27024,-inf,-4.711829,-5.085401,-1.488276,-6.296912,-1.535995,-3.171477,-inf,-3.665458,-inf,-2.984579,-3.054599,-1.836159,-inf,-2.772858,-inf,-inf,-6.006388,-2.868988,-inf,-3.011873,-inf,-7.2602,-inf,-3.71697,-4.06386,-3.316271,-inf,-1.851621,-2.497308,-2.72558,-inf
2324-1001724,0.350588,-3.187995,-3.904219,-inf,0.467534,-7.277865,-inf,-inf,-6.235778,-inf,-6.176905,-9.786908,-inf,-6.291811,-inf,-5.762443,-3.516044,-inf,-1.32666,-2.355562,-inf,-inf,-7.676088,-4.337412,-9.091158,-8.884058,-2.262478,-inf,-6.736768,-7.452992,-inf,-8.247259,-6.775801,-inf,-5.526593,-1.801226,-inf,-7.999699,-10.318872,-11.035096,-inf,-inf,-inf,-7.731258,-6.149213,-inf,0.073626,0.096258,-7.753095,-8.144446,-inf,2.034996,-3.750097,-inf,-5.773799,0.652952,-inf,-0.653342,-2.506788,-inf,-inf,-inf,-7.152749,-9.879895,-6.492746,-inf,-1.657024,-3.207438,-4.488303,-3.201186,-inf,-inf,-6.833882,-7.550106,-inf,-inf,-6.5802,-inf,-inf,-5.468677,-2.130233,-5.168347,-5.559698,-inf,-inf,-6.597935,-6.204634,-5.175732,-inf,0.085722,-6.036966,-inf,-8.28242,-8.998644,-2.681488,-inf,-5.410612,-inf,-7.029547,-6.713456,-3.814657,-6.576359,-3.947806,-2.872021,-inf,-6.452639,-inf,-0.921425,-4.025668,0.618975,-inf,-1.902098,-inf,-inf,-8.433568,-6.102347,-inf,-1.060133,-inf,-9.268712,-inf,-7.073084,-7.789308,-3.376928,-inf,-1.90547,-5.046699,-2.177854,-inf
2324-1001725,2.202911,-3.423061,-3.769951,-inf,0.446744,-7.344532,-inf,-inf,-5.988038,-inf,-5.905007,-9.9845,-inf,-6.359971,-inf,-5.20013,-3.436849,-inf,-1.760005,-2.515165,-inf,-inf,-8.207611,-3.825267,-9.329896,-9.298332,-3.146797,-inf,-6.886814,-7.233704,-inf,-7.62962,-6.164971,-inf,-6.008544,-1.942165,-inf,-8.630923,-10.648409,-10.995299,-inf,-inf,-inf,-8.132945,-6.10028,-inf,-0.560747,-0.874162,-7.776777,-8.348172,-inf,0.50851,-4.662801,-inf,-5.250684,-0.2923,-inf,-0.054845,-2.68806,-inf,-inf,-inf,-7.86467,-10.036231,-6.024759,-inf,-1.475111,-3.166731,-4.613448,-3.757175,-inf,-inf,-7.339309,-7.686199,-inf,-inf,-6.605973,-inf,-inf,-5.259554,-1.974375,-5.991661,-6.563055,-inf,-inf,-6.02575,-5.533105,-4.777944,-inf,0.621542,-5.551209,-inf,-8.561487,-8.908377,-2.946483,-inf,-5.412058,-inf,-7.364831,-7.227362,-3.234081,-7.355969,-3.321194,-3.683683,-inf,-5.90378,-inf,-1.888593,-4.638091,-0.367513,-inf,-1.316194,-inf,-inf,-8.774046,-5.739281,-inf,-2.042054,-inf,-9.740613,-inf,-6.997336,-7.344226,-4.052095,-inf,-2.587445,-4.406148,-2.730328,-inf
2324-1001726,-4.742401,-1.77029,-2.486514,-0.21225,-3.947159,-3.303591,-1.372594,-0.937296,-3.21156,-inf,-4.484619,-4.188522,-1.211923,-3.14292,-inf,-5.353159,-4.195343,-inf,-1.793928,-2.822829,-inf,-0.976692,-2.907688,-5.731991,-3.409527,-3.014216,-3.735806,-1.0827,-2.64074,-3.356964,-inf,-8.19993,-6.728471,0.015039,-1.915957,-2.51952,-1.768368,-3.699365,-4.38387,-5.100094,-2.825829,1.044324,-inf,-0.886673,-2.060672,0.213593,-3.484674,-4.470303,-3.76463,-4.155981,-inf,-5.02464,-4.489185,-inf,-5.420973,-3.347989,-inf,-3.618571,-5.472017,-inf,-inf,-1.917527,-3.848523,-4.419575,-4.742721,-2.468456,-4.822288,-2.896177,-3.433557,-1.553808,-2.326095,-inf,-2.274784,-2.991008,-0.716743,-inf,-3.530373,-1.599377,-3.138504,-5.069501,-3.680661,-3.804788,-4.196139,-inf,-inf,-6.555392,-6.5724,-5.543499,-inf,-3.425789,-6.043682,-1.476788,-3.034829,-3.751053,-1.967925,-2.326339,-4.257335,-0.296987,-2.227984,-2.343263,-4.98745,-4.44383,-4.838596,-2.67566,-inf,-6.682059,-4.751063,-4.109108,-1.598672,-3.090608,-inf,-6.02242,-inf,-0.57784,-2.508836,-5.659609,-inf,-3.510587,-inf,-3.588809,-2.064119,-3.62216,-4.338384,-3.62495,-inf,-2.153491,-5.534994,-4.560043,-inf
2324-1001727,-1.236707,-0.687637,-1.034527,-inf,-0.525948,-4.543683,-inf,-inf,-3.171079,-inf,-3.566958,-7.170071,-inf,-3.555712,-inf,-3.672364,0.220066,-inf,0.251609,-0.503551,-inf,-inf,-5.777532,-2.649053,-6.527547,-6.636906,-2.520382,-inf,-4.070011,-4.416901,-inf,-6.292841,-4.828191,-inf,-3.5562,1.811944,-inf,-6.399901,-7.890601,-8.237491,-inf,-inf,-inf,-5.485704,-3.387955,-inf,-0.574874,-2.002422,-4.999812,-5.571207,-inf,-1.798459,-3.946349,-inf,-3.632104,-0.832668,-inf,-0.041555,-2.67477,-inf,-inf,-inf,-5.896516,-7.219284,-3.378659,-inf,-1.236699,-0.459709,-1.800266,-1.615604,-inf,-inf,-4.88055,-5.22744,-inf,-inf,-3.824421,-inf,-inf,-2.88176,-0.11483,-4.567521,-5.138916,-inf,-inf,-4.588254,-3.738692,-2.983531,-inf,0.198059,-3.90163,-inf,-5.792334,-6.139224,-0.302452,-inf,-2.645018,-inf,-4.656292,-4.792341,-2.136578,-5.696562,-2.249823,-2.430048,-inf,-4.461096,-inf,-2.142447,-2.540092,-1.00283,-inf,-2.422351,-inf,-inf,-6.042007,-3.713534,-inf,-2.168294,-inf,-7.153505,-inf,-4.309572,-4.656462,-2.556607,-inf,-1.091957,-3.264336,-1.885133,-inf
2324-1001728,-2.196956,-0.900404,-1.616628,-inf,-1.38263,-4.923498,-inf,-inf,-3.911945,-inf,-4.915745,-6.984343,-inf,-4.062148,-inf,-5.375941,-2.745776,-inf,0.667849,-0.361053,-inf,-inf,-4.525278,-4.531341,-6.232911,-5.786614,-1.049332,-inf,-4.210732,-4.926956,-inf,-8.059254,-6.587795,-inf,-2.407499,-0.673109,-inf,-4.898848,-7.296829,-8.013053,-inf,-inf,-inf,-4.668704,-3.278505,-inf,-0.694619,-1.549703,-5.471809,-5.86316,-inf,-2.228518,-2.245394,-inf,-5.337782,-0.429587,-inf,-1.729572,-3.583017,-inf,-inf,-inf,-4.190975,-7.149667,-4.89525,-inf,-2.57047,-1.943373,-2.596532,-0.051197,-inf,-inf,-3.690453,-4.406677,-inf,-inf,-4.453712,-inf,-inf,-4.48504,-1.949284,-2.68638,-3.077731,-inf,-inf,-6.344832,-5.812751,-4.783849,-inf,-1.279366,-5.656196,-inf,-5.424382,-6.140606,-0.535413,-inf,-3.771604,-inf,-4.096776,-3.567414,-4.011511,-3.853065,-4.107069,-0.586593,-inf,-6.251184,-inf,-1.232673,-0.906048,-0.208601,-inf,-3.703155,-inf,-inf,-5.43117,-5.368482,-inf,-0.873584,-inf,-6.130854,-inf,-5.060402,-5.776626,14.811624,-inf,16.283082,-5.086791,-1.790074,-inf
2324-1001729,-6.760127,-3.750422,-4.466646,-2.192381,-5.97557,-4.384287,-2.45329,-2.616071,-4.890336,-inf,-5.643374,-3.382578,-2.70937,-4.640367,-inf,-6.443882,-6.089373,-inf,-3.845675,-4.874576,-inf,-2.363038,-4.294035,-7.442828,-3.090631,-2.920383,-5.681306,-2.519466,-4.077507,-4.793731,-inf,-9.352495,-7.881037,-1.974175,-3.905172,-4.506077,-2.656646,-4.587643,-1.24426,-1.960484,0.313781,-1.933506,-inf,-3.864503,-4.057086,-1.782821,-5.538392,-6.498372,-4.589701,-4.981052,-inf,-7.076207,-6.294054,-inf,-6.619012,-5.390756,-inf,-5.505785,-7.359231,-inf,-inf,-3.068375,-4.999372,-3.598549,-6.257301,-3.983036,-6.808016,-4.728593,-5.344394,-3.567344,-4.361574,-inf,-4.001637,-4.717861,-2.443596,-inf,-4.931223,-3.000226,-4.79541,-6.726407,-5.59628,-5.350852,-5.742203,-inf,-inf,-7.787159,-8.180235,-7.151333,-inf,-5.374928,-7.441046,-3.097505,-4.655546,-5.37177,-3.97758,-4.105753,-6.03675,-2.298007,-4.229004,-4.099694,-6.592211,-5.874545,-6.313276,-4.522904,-inf,-8.056214,-6.125217,-6.106725,-3.477675,-5.08762,-inf,-8.002733,-inf,-1.239295,-3.170292,-7.102821,-inf,-5.400511,-inf,-3.374555,-2.83046,-4.388501,-5.104725,-5.636946,-inf,-4.165488,-6.851286,-6.614087,-inf
2324-1001730,-3.153949,-2.806508,-3.522732,-1.248467,-2.831817,-4.63949,-2.708494,-2.168754,-4.443018,-inf,-1.947726,-7.297268,-2.121356,-4.052353,-inf,-0.681921,-3.067982,-inf,-2.663224,-3.692126,-inf,-5.655749,-7.586746,-2.468947,-6.938469,-7.759663,-5.504991,-3.142405,-4.700446,-5.41667,-inf,-3.370267,-1.898808,-3.651152,-5.582149,-2.260193,-6.456725,-8.387722,-8.477256,-9.19348,-6.919215,-4.95098,-inf,-6.881977,-5.258068,-2.983803,-3.384998,-4.780973,-4.756355,-5.147705,-inf,-4.054366,-6.896453,-inf,0.477524,-3.679609,-inf,-1.107352,-2.960798,-inf,-inf,-6.257226,-8.188223,-7.131069,-3.770229,-1.495964,-3.416204,-2.043402,-3.727154,-4.157877,-5.097342,-inf,-6.726422,-7.442646,-5.168381,-inf,-4.06307,-2.132073,-1.160326,-3.091323,-2.212966,-7.273986,-7.665337,-inf,-inf,-1.668421,-3.329634,-2.300733,-inf,-1.387357,-0.390784,-5.23572,-6.793761,-7.509984,-2.786514,-1.926825,-3.857821,-4.111376,-6.042373,-6.694585,-1.039123,-8.261036,-0.2641,-5.290449,-inf,13.745368,15.676365,-5.088943,-4.967947,-3.904022,-inf,-4.163429,-inf,-5.076598,-7.007595,-2.214032,-inf,-5.153384,-inf,-8.441339,-1.969832,-3.527873,-4.244096,-5.462461,-inf,-3.991003,-0.636372,-4.844832,-inf
2324-1001731,-4.822955,-3.314563,-4.030787,-inf,-4.050184,-6.444409,-inf,-inf,-5.800384,-inf,-7.193504,-7.409842,-inf,-5.914956,-6.253849,-7.904423,-5.545151,-3.259208,-2.195875,-3.224777,-inf,-inf,-4.069602,-7.347795,-6.652268,-5.433071,-2.211768,-inf,-5.675866,-6.39209,-8.366535,-10.652477,-9.181019,-inf,-3.193942,-3.508436,-inf,-3.418241,-7.037816,-7.75404,-inf,-inf,-3.302074,-4.952649,-4.548391,-inf,-3.222525,-3.219185,-6.974134,-7.365485,-inf,-4.523859,-2.248707,-6.238103,-7.888677,-2.453373,-9.270346,-4.588435,-6.44188,-inf,-inf,-inf,-2.189499,-7.678424,-7.195023,-inf,-5.393312,-4.599892,-5.114303,-1.772418,-inf,-2.041569,-3.692143,-4.408367,-inf,-4.69317,-6.343745,-inf,-inf,-7.092373,-4.803907,-1.018757,-1.410108,-inf,-7.297527,-8.948101,-8.520849,-7.491948,-inf,-4.105027,-8.287249,-inf,-6.304405,-7.020629,-3.162958,-inf,-6.247383,-inf,-5.051675,-3.605408,-6.798852,-0.598952,-6.854028,-0.965447,-7.259265,-8.90984,-inf,-2.713257,-1.418229,-1.600525,-4.821676,-6.47225,-3.987622,-inf,-5.638196,-7.936349,0.232736,-1.417838,-3.736552,-5.387127,-inf,-6.77022,-7.486444,-3.057024,-0.771082,-1.585566,-7.771506,-4.446298,-0.293484
